url,output,duration,size,bit_rate,video_codec,video_width,video_height,video_bitrate,audio_codec,audio_channels,audio_sample_rate,audio_bitrate
https://edition.cnn.com/2025/07/16/world/video/maynard-gaza-hospitals-nada-bashir-digvid,edition_cnn_com_video.mp4,269.9697,275140180,8153216,h264,1920,1080,8017956,aac,2,48000,128007
https://www.mako.co.il/pzm-soldiers/Article-b1fa03b6e651891027.htm,www_mako_co_il_video.mp4,920.085333,247399159,2151097,h264,1280,720,2049116,aac,2,48000,96005
https://www.foxsports.com/watch/fmc-5kls1t8t846wq6fu,www_foxsports_com_video.mp4,159.00885,45206427,2274410,h264,1280,720,2105375,aac,2,48000,160007
https://www.cbssports.com/watch/nfl/video/is-it-a-surprise-that-micah-parsons-is-being-strung-along-by-cowboys,www_cbssports_com_video.mp4,27.157333,18517698,5454938,h264,1920,1080,5354759,aac,2,48000,96933
